name	string_name	string_detail	template_name	type	unique	required_level	required_skill	creation_objvars	charges	tier	value	scripts	version	can_reverse_engineer	comments
item_collection_sith_holocron_01_01	Strange Sith Holocron 1/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_01_02	Strange Sith Holocron 2/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_01_03	Strange Sith Holocron 3/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_01_04	Strange Sith Holocron 4/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_01_05	Strange Sith Holocron 5/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_02_01	Strange Sith Holocron 1/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_02_02	Strange Sith Holocron 2/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_02_03	Strange Sith Holocron 3/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_02_04	Strange Sith Holocron 4/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_sith_holocron_02_05	Strange Sith Holocron 5/5	This holocron appears to be one of many holocrons of the same type. You should collect all of the holocrons to unlock its knowledge.	object/tangible/loot/creature_loot/collections/sith_holocron_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_01	Housing Improvement: Techniques in Maximizing Space Page 1	Techniques in Maximizing Space: Page 1/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_02	Housing Improvement: Techniques in Maximizing Space Page 2	Techniques in Maximizing Space: Page 2/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_03	Housing Improvement: Techniques in Maximizing Space Page 3	Techniques in Maximizing Space: Page 3/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_04	Housing Improvement: Techniques in Maximizing Space Page 4	Techniques in Maximizing Space: Page 4/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_05	Housing Improvement: Techniques in Maximizing Space Page 5	Techniques in Maximizing Space: Page 5/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_06	Housing Improvement: Techniques in Maximizing Space Page 6	Techniques in Maximizing Space: Page 6/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_07	Housing Improvement: Techniques in Maximizing Space Page 7	Techniques in Maximizing Space: Page 7/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_08	Housing Improvement: Techniques in Maximizing Space Page 8	Techniques in Maximizing Space: Page 8/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_09	Housing Improvement: Techniques in Maximizing Space Page 9	Techniques in Maximizing Space: Page 9/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_01_10	Housing Improvement: Techniques in Maximizing Space Page 10	Techniques in Maximizing Space: Page 10/10	object/tangible/loot/creature_loot/collections/housing_improvement_01.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_01	Housing Improvement: Shelving Techniques Page 1	Shelving Techniques: Page 1/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_02	Housing Improvement: Shelving Techniques Page 2	Shelving Techniques: Page 2/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_03	Housing Improvement: Shelving Techniques Page 3	Shelving Techniques: Page 3/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_04	Housing Improvement: Shelving Techniques Page 4	Shelving Techniques: Page 4/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_05	Housing Improvement: Shelving Techniques Page 5	Shelving Techniques: Page 5/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_06	Housing Improvement: Shelving Techniques Page 6	Shelving Techniques: Page 6/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_07	Housing Improvement: Shelving Techniques Page 7	Shelving Techniques: Page 7/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_08	Housing Improvement: Shelving Techniques Page 8	Shelving Techniques: Page 8/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_09	Housing Improvement: Shelving Techniques Page 9	Shelving Techniques: Page 9/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_02_10	Housing Improvement: Shelving Techniques Page 10	Shelving Techniques: Page 10/10	object/tangible/loot/creature_loot/collections/housing_improvement_02.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_01	Housing Improvement: Craftsman Tools Page 1	Craftsman Tools: Set 1/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_02	Housing Improvement: Craftsman Tools Page 2	Craftsman Tools: Set 2/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_03	Housing Improvement: Craftsman Tools Page 3	Craftsman Tools: Set 3/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_04	Housing Improvement: Craftsman Tools Page 4	Craftsman Tools: Set 4/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_05	Housing Improvement: Craftsman Tools Page 5	Craftsman Tools: Set 5/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_06	Housing Improvement: Craftsman Tools Page 6	Craftsman Tools: Set 6/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_07	Housing Improvement: Craftsman Tools Page 7	Craftsman Tools: Set 7/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_08	Housing Improvement: Craftsman Tools Page 8	Craftsman Tools: Set 8/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_09	Housing Improvement: Craftsman Tools Page 9	Craftsman Tools: Set 9/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_03_10	Housing Improvement: Craftsman Tools Page 10	Craftsman Tools: Set 10/10	object/tangible/loot/creature_loot/collections/housing_improvement_03.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_01	Housing Improvement: Cabinetry Techniques Page 1	Cabinetry Techniques: Page 1/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_02	Housing Improvement: Cabinetry Techniques Page 2	Cabinetry Techniques: Page 2/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_03	Housing Improvement: Cabinetry Techniques Page 3	Cabinetry Techniques: Page 3/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_04	Housing Improvement: Cabinetry Techniques Page 4	Cabinetry Techniques: Page 4/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_05	Housing Improvement: Cabinetry Techniques Page 5	Cabinetry Techniques: Page 5/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_06	Housing Improvement: Cabinetry Techniques Page 6	Cabinetry Techniques: Page 6/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_07	Housing Improvement: Cabinetry Techniques Page 7	Cabinetry Techniques: Page 7/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_08	Housing Improvement: Cabinetry Techniques Page 8	Cabinetry Techniques: Page 8/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_09	Housing Improvement: Cabinetry Techniques Page 9	Cabinetry Techniques: Page 9/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_04_10	Housing Improvement: Cabinetry Techniques Page 10	Cabinetry Techniques: Page 10/10	object/tangible/loot/creature_loot/collections/housing_improvement_04.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_01	Housing Improvement: Storage Techniques Page 1	Storage Techniques: Page 1/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_02	Housing Improvement: Storage Techniques Page 2	Storage Techniques: Page 2/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_03	Housing Improvement: Storage Techniques Page 3	Storage Techniques: Page 3/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_04	Housing Improvement: Storage Techniques Page 4	Storage Techniques: Page 4/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_05	Housing Improvement: Storage Techniques Page 5	Storage Techniques: Page 5/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_06	Housing Improvement: Storage Techniques Page 6	Storage Techniques: Page 6/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_07	Housing Improvement: Storage Techniques Page 7	Storage Techniques: Page 7/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_08	Housing Improvement: Storage Techniques Page 8	Storage Techniques: Page 8/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_09	Housing Improvement: Storage Techniques Page 9	Storage Techniques: Page 9/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_housing_improvement_05_10	Housing Improvement: Storage Techniques Page 10	Storage Techniques: Page 10/10	object/tangible/loot/creature_loot/collections/housing_improvement_05.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_collection_reward_potted_plant_schematic_01_01	Schematic for Large Potted Plant, Style 2	This schematic contains the specific diagrams needed to create a large potted plant.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	treasure map furniture limited use schematic
item_collection_reward_potted_flower_schematic_01_01	Schematic for Small Potted Plant, Style 2	This schematic contains the specific diagrams needed to create a small potted plant.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	treasure map furniture limited use schematic
item_dna_mouf	DNA Storage Device (Mouf)	Device that stores harvested DNA cores.	object/tangible/loot/beast/dna_container.iff							2		systems.beast.cs_dna		1	DNA for Collections reward
item_dna_minstyngar	DNA Storage Device (Minstyngar)	Device that stores harvested DNA cores.	object/tangible/loot/beast/dna_container.iff							2		systems.beast.cs_dna		1	DNA for Collections reward
item_dna_uller	DNA Storage Device (Uller)	Device that stores harvested DNA cores.	object/tangible/loot/beast/dna_container.iff							2		systems.beast.cs_dna		1	DNA for Collections reward
item_dna_webweaver	DNA Storage Device (Webweaver)	Device that stores harvested DNA cores.	object/tangible/loot/beast/dna_container.iff							2		systems.beast.cs_dna		1	DNA for Collections reward
item_dna_nerf	DNA Storage Device (Nerf)	Device that stores harvested DNA cores.	object/tangible/loot/beast/dna_container.iff							2		systems.beast.cs_dna		1	DNA for Collections reward
item_dna_kittle	DNA Storage Device (Kittle)	Device that stores harvested DNA cores.	object/tangible/loot/beast/dna_container.iff							2		systems.beast.cs_dna		1	DNA for Collections reward
item_dna_walluga	DNA Storage Device (Walluga)	Device that stores harvested DNA cores.	object/tangible/loot/beast/dna_container.iff							2		systems.beast.cs_dna		1	DNA for Collections reward
item_beast_holocron_04_07	Beast Knowledge: Dancing Cat	Device that stores knowledge on how to train a beast in the ability Dancing Cat.	object/tangible/jedi/beast_holocron_generic.iff							4		item.loot_schematic.loot_schematic		1	beast ability
item_collection_dancing_droid_module_schematic_01_01	Schematic for Unknown Droid Module	This schematic contains the specific diagrams needed to create a droid module.  Unfortunately there are no details as to what the module does.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	
item_collection_hanging_light_schematic_01_01	Schematic for a Hanging Light	This schematic contains the specific diagrams needed to create a hanging light.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	
col_rock_bubbling_reward_01_01	A Bubbling Stone		object/tangible/collection/reward/rock_bubbling_reward.iff											1	
col_rock_burning_reward_01_01	A Burning Stone		object/tangible/collection/reward/rock_burning_reward.iff											1	
col_rock_glowing_reward_01_01	A Glowing Stone		object/tangible/collection/reward/rock_glowing_reward.iff											1	
col_rock_steaming_reward_01_01	A Steaming Stone		object/tangible/collection/reward/rock_steaming_reward.iff											1	
col_fish_tank_bubble_stone_02_01	Bubbling Stone	This item is used as a component for crafting a fish tank.	object/tangible/fishing/fish/fish_tank_bubble_stone.iff							2		item.component.serialize		1	
col_fish_tank_front_panel_02_01	Transparisteel Front Panel	This item is used as a component for crafting a fish tank.	object/tangible/fishing/fish/fish_tank_front_panel.iff							2		item.component.serialize		1	
col_fish_tank_left_panel_02_01	Transparisteel Left Panel	This item is used as a component for crafting a fish tank.	object/tangible/fishing/fish/fish_tank_left_panel.iff							2		item.component.serialize		1	
col_fish_tank_rear_panel_02_01	Transparisteel Back Panel	This item is used as a component for crafting a fish tank.	object/tangible/fishing/fish/fish_tank_rear_panel.iff							2		item.component.serialize		1	
col_fish_tank_right_panel_02_01	Transparisteel Right Panel	This item is used as a component for crafting a fish tank.	object/tangible/fishing/fish/fish_tank_right_panel.iff							2		item.component.serialize		1	
col_fish_tank_tubing_02_01	Tubing	This item is used as a component for crafting a fish tank.	object/tangible/fishing/fish/fish_tank_tubing.iff							2		item.component.serialize		1	
col_fish_tank_reward_schematic_02_01	A Fish Tank Schematic	This schematic contains the specific diagrams needed to create a fish tank.  This schematic requires specialized parts to complete.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	
col_ig_88_schematic_02_01	A Posed IG-88 Schematic	"This schematic contains the specific diagrams needed to create a posed statue of IG-88.  This schematic requires a specialized ""wooden dowel"" to complete."	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	
col_stormtrooper_schematic_02_01	A Posed Stormtrooper Schematic	"This schematic contains the specific diagrams needed to create a posed statue of a Stormtrooper.  This schematic requires a specialized ""wooden dowel"" to complete."	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	
col_jeweled_necklace_schematic_02_01	A Schematic for a Nightsister Necklace Replica	This schematic contains the specific diagrams needed to create a Nightsister necklace.  This schematic requires a specialized components to complete.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	
col_ig_88_wooden_dowel_02_01	A Wood Support Dowel (IG-88)	"A support dowel.  It seems this item would be useful for crafting.  You notice it has a stamp at the base that says ""IG-88""."	object/tangible/loot/creature_loot/collections/ig_88_wooden_dowel.iff							1		item.component.serialize		1	
col_stormtrooper_wooden_dowel_02_01	A Wood Support Dowel (Stormtrooper)	"A support dowel.  It seems this item would be useful for crafting.  You notice it has a stamp at the base that says ""Prototype Stormtrooper""."	object/tangible/loot/creature_loot/collections/stormtrooper_wooden_dowel.iff							1		item.component.serialize		1	
item_trader_assembly_consumable_buff_04_01	Trader Schematic Assembly Algorithm	This small and very expensive program assists the trader in calculating a more efficient way of assembling prototypes. 	object/tangible/loot/misc/trader_experimentation_buff.iff						10	4	1000	item.buff_click_item,object.autostack		1	Trader counter reward
item_heroic_axkva_min_painting_01_01	Portrait of Axkva Min	Portrait of Axkva Min	object/tangible/furniture/decorative/heroic_axkva_min_painting.iff							2				1	
item_heroic_exar_kun_painting_01_01	The Will of Exar Kun	The Will of Exar Kun	object/tangible/furniture/decorative/heroic_exar_kun_painting.iff							2				1	
item_heroic_ig88_painting_01_01	The Wrath of IG-88	The Wrath of IG-88	object/tangible/furniture/decorative/heroic_ig88_painting.iff							2				1	
item_heroic_marauder_king_painting_01_01	Marauder King	Marauder King	object/tangible/furniture/decorative/heroic_marauder_king_painting.iff							2				1	
item_heroic_tusken_painting_01_01	March of the Tuskens	March of the Tuskens	object/tangible/furniture/decorative/heroic_tusken_painting.iff							2				1	
col_publish_datapad_component_01_01	Datapad Processor	A datapad processor	object/tangible/loot/creature_loot/collections/publish_gift_datapad_component_02.iff							1	2	systems.collections.consume_loot,object.autostack		1	Inventory Collection
col_publish_datapad_component_01_02	Datapad Housing	Datapad housing	object/tangible/loot/creature_loot/collections/publish_gift_datapad_component_06.iff							1	2	systems.collections.consume_loot,object.autostack		1	Inventory Collection
col_publish_datapad_component_01_03	Datapad Storage Drive	A datapad storage drive	object/tangible/loot/creature_loot/collections/publish_gift_datapad_component_08.iff							1	2	systems.collections.consume_loot,object.autostack		1	Inventory Collection
item_publish_gift_comlink_painting_01_01	Rodian Collector	A painting depicting a Rodian collecting Jedi artifacts.	object/tangible/item/publish_gift_chapter_7_painting_01.iff							2				1	
item_publish_gift_datapad_painting_01_01	The Jewelry Collection	A painting depicting an adventurer finding a rare jewelry collectible.	object/tangible/item/publish_gift_chapter_7_painting_02.iff							2				1	
col_kill_tusken_activation_02_01	Stolen Pie	This looks to be what remains of YOUR pie!  Enraged, you decide to consume the last piece and focus your anger on the thieves!	object/tangible/loot/creature_loot/collections/kill_tusken_activation.iff							1	500	systems.collections.consume_loot,object.autostack		1	
col_kill_gurk_activation_02_01	a nearly-empty bottle of alcohol	It seems odd finding this creature with a bottle.  The alcohol seems to have sickened it.  Consume the remaining alcohol and hunt down any remaining sickened Gurk.	object/tangible/loot/creature_loot/collections/kill_gurk_activation.iff							1	500	systems.collections.consume_loot,object.autostack		1	
col_kill_tulrus_activation_02_01	a missing relative's datapad	The last thing you ever wanted to find.  A datapad that belonged to a missing relative.  Now, knowing his unfortunate fate, you feel obligated to avenge his death.	object/tangible/loot/creature_loot/collections/kill_tulrus_activation.iff							1	500	systems.collections.consume_loot,object.autostack		1	
col_holocron_pedestal_sith_schematic_02_01	a Sith Holocron Pedestal Schematic	This schematic contains the specific diagrams needed to create a Sith Holocron Pedestal.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1	1000	item.loot_schematic.loot_schematic		1	
col_holocron_pedestal_jedi_schematic_02_01	a Jedi Holocron Pedestal Schematic	This schematic contains the specific diagrams needed to create a Jedi Holocron Pedestal.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1	1000	item.loot_schematic.loot_schematic		1	
col_tusken_bantha_bracelet_02_01	A Bantha Braided Bracelet	A rare item that looks like it would be worth collecting.	object/tangible/loot/creature_loot/collections/tusken_bracelet.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Tusken Valuables
col_tusken_talisman_02_01	A Tusken Talisman	A rare item that looks like it would be worth collecting.	object/tangible/loot/creature_loot/collections/tusken_talisman.iff							1	1000	systems.collections.consume_loot,object.autostack		1	Tusken Valuables
item_beast_holocron_04_08	Beast Knowledge: Dancing Pet	Device that stores knowledge on how to train a beast in the ability Dancing Pet.	object/tangible/jedi/beast_holocron_generic.iff							4		item.loot_schematic.loot_schematic		1	beast ability
item_heroic_schematic_nightsister_hat_01_01	Schematic: Nightsister Carnage Beret	Schematic: Nightsister Carnage Beret	object/tangible/loot/loot_schematic/generic_limited_use.iff							5		item.loot_schematic.loot_schematic		1	
item_heroic_ig_88_head_01_01	Dented IG Droid Head	Although mostly disabled it appears to have some sort of internal emergency power supply that will allow it to become active for short periods of time. It's hard telling what could happen when you switch it on.	object/tangible/item/ig_droid_head.iff							6		item.armor.biolink_item_non_faction,item.ig_88_head			
col_kill_kliknik_activation_02_01	A Kliknik Mandible	Wedged in the mandible of this Kliknik mandible is the badge of a well-known xenobiologist.  Consume this item and hopefully you will be able to locate him?alive?	object/tangible/loot/creature_loot/collections/kill_kliknik_activation.iff							1	500	systems.collections.consume_loot,object.autostack		1	
item_beast_holocron_04_09	Beast Knowledge: Resource Scavenger	Device that stores knowledge on how to train a beast in the ability Resource Scavenger.	object/tangible/jedi/beast_holocron_generic.iff							4		item.loot_schematic.loot_schematic		1	beast ability
item_aurilia_buff_crystal_03_01	A Small Aurilian Crystal	A small crystal from the township of Aurilia. When used this item will increase your stamina and chance for a critical strike for two hours.	object/building/content/aurilia/loot/aurilian_crystal_small.iff		1				1	3		item.special.nomove,item.buff_click_item		1	
item_aurilia_buff_crystal_03_02	A Medium Aurilian Crystal	A medium crystal from the township of Aurilia. When used this item will increase your stamina and chance for a critical strike for two hours.	object/building/content/aurilia/loot/aurilian_crystal_medium.iff		1				1	3		item.special.nomove,item.buff_click_item		1	
item_aurilia_buff_crystal_03_03	A Large Aurilian Crystal	A large crystal from the township of Aurilia. When used this item will increase your stamina and chance for a critical strike for two hours.	object/building/content/aurilia/loot/aurilian_crystal_large.iff		1				1	3		item.special.nomove,item.buff_click_item		1	
item_axkva_min_shards_04_01	The Shards of Hatred, Obedience, Pity, and Indifference	The Shards of Hatred, Obedience, Pity, and Indifference. When fused together, they form the Nightsister Key of Exile.	object/tangible/quest/township/axkva_nightsister_shards.iff		1									1	
item_axkva_min_key_04_01	The Nightsister Key of Exile	This key will allow the bearer to enter the Nightsister Chamber of Banishment.	object/tangible/quest/township/axkva_min_key.iff											1	
item_publish_gift_35_04_01	C-3PO's Comlink	C-3PO sends you a critical comlink asking for your help.? He is in desperate need of your assistance.? If you accept, you will embark on a series of missions that will ultimately take you on a journey that will be the most challenging quest of your life but rewarding beyond your expectations.? Are you ready to answer the call?	object/tangible/quest/quest_start/chapter7_publish_gift_collection_token.iff							4		item.special.nomove,item.special.nodestroy,systems.collections.publish_gift.publish_gift_quest_giver_object		1	Publish 34 Gift
item_heroic_schematic_elite_gaffi_stick_01_01	Schematic: Elite Gaderiffi Stick	Schematic: Elite Gaderiffi Stick	object/tangible/loot/loot_schematic/generic_limited_use.iff							3		item.loot_schematic.loot_schematic	2	1	
item_heroic_schematic_elite_tusken_rifle_01_01	Schematic: Elite Tusken Rifle	Schematic: Elite Tusken Rifle	object/tangible/loot/loot_schematic/generic_limited_use.iff							3		item.loot_schematic.loot_schematic	2	1	
item_heroic_backpack_krayt_skull_01_01	Rucksack of the Tusken King	As much a display of power as it is a piece of common equipment, what appears to be the skull of a young Krayt Dragon is actually a perfectly functional backpack.	object/tangible/wearables/backpack/backpack_krayt_skull.iff							3				1	
item_heroic_schematic_backpack_krayt_skull_01_01	Schematic: Rucksack of the Tusken King	Schematic: Rucksack of the Tusken King	object/tangible/loot/loot_schematic/generic_limited_use.iff							3		item.loot_schematic.loot_schematic		1	
item_aurebesh_decoder_01_01	Aurebesh Decoder Ring	Ring used for decoding Aurebesh. Engraved on the side is the text 'Do not forget to drink your blue milk'.	object/tangible/wearables/ring/ring_s02.iff			1				2		item.ring.aurebesh_decoder		1	
col_feather_pillow_reward_02_01	a Feather Pillow Schematic	This schematic contains the specific diagrams needed to create a Feather Pillow.	object/tangible/loot/loot_schematic/generic_limited_use.iff							1		item.loot_schematic.loot_schematic		1	
